datetime_utc,wind_speed_mph,wind_dir_deg,wind_gust_mph,peak_wind_speed_mph,peak_wind_dir_deg,air_temp_f,relative_humidity_pct
2017-12-03T00:22:00Z,1.01,343.0,8.99,8.99,2.0,54.0,29.0
2017-12-03T01:22:00Z,0.0,,7.0,7.0,13.0,46.0,34.0
2017-12-03T02:22:00Z,0.0,,2.01,2.01,296.0,39.99,38.0
2017-12-03T03:22:00Z,0.0,,1.01,1.01,276.0,37.0,43.0
2017-12-03T04:22:00Z,0.0,,1.01,1.01,113.0,34.0,49.0
2017-12-03T05:22:00Z,0.0,,1.01,1.01,154.0,32.0,50.0
2017-12-03T06:22:00Z,0.0,,1.01,1.01,163.0,30.99,53.0
2017-12-03T07:22:00Z,0.0,,2.01,2.01,196.0,34.0,45.0
2017-12-03T08:22:00Z,1.01,176.0,3.0,3.0,155.0,34.0,43.0
2017-12-03T09:22:00Z,0.0,,4.99,4.99,227.0,32.0,45.0
2017-12-03T10:22:00Z,1.01,117.0,4.99,4.99,203.0,30.99,43.0
2017-12-03T11:22:00Z,1.01,162.0,4.99,4.99,257.0,30.99,44.0
2017-12-03T12:22:00Z,1.01,98.0,4.0,4.0,4.0,30.99,40.0
2017-12-03T13:22:00Z,1.01,219.0,3.0,3.0,287.0,30.0,53.0
2017-12-03T14:22:00Z,1.01,153.0,7.0,7.0,233.0,30.99,58.0
2017-12-03T15:22:00Z,2.01,81.0,8.01,8.01,277.0,39.0,51.0
2017-12-03T16:22:00Z,2.01,18.0,8.01,8.01,30.0,45.0,45.0
2017-12-03T17:22:00Z,3.0,3.0,14.99,14.99,31.0,48.99,43.0
2017-12-03T18:22:00Z,3.0,310.0,14.0,14.0,273.0,48.99,42.0
2017-12-03T19:22:00Z,4.99,256.0,11.01,11.01,282.0,52.0,41.0
2017-12-03T20:22:00Z,4.99,267.0,11.01,11.01,262.0,55.99,27.0
2017-12-03T21:22:00Z,4.0,302.0,14.0,14.0,282.0,55.0,21.0
2017-12-03T22:22:00Z,4.99,283.0,14.0,14.0,264.0,54.0,21.0
2017-12-03T23:22:00Z,4.0,19.0,12.01,12.01,270.0,52.0,19.0
2017-12-04T00:22:00Z,1.01,25.0,11.01,11.01,12.0,51.01,11.0
2017-12-04T01:22:00Z,0.0,,4.99,4.99,202.0,34.0,18.0
2017-12-04T02:22:00Z,1.01,149.0,4.0,4.0,150.0,30.0,50.0
2017-12-04T03:22:00Z,0.0,,4.99,4.99,153.0,30.0,76.0
2017-12-04T04:22:00Z,1.01,166.0,4.99,4.99,205.0,28.0,83.0
2017-12-04T05:22:00Z,0.0,,3.0,3.0,217.0,23.0,77.0
2017-12-04T06:22:00Z,1.01,14.0,3.0,3.0,37.0,21.0,79.0
2017-12-04T07:22:00Z,0.0,,3.0,3.0,206.0,21.99,87.0
2017-12-04T08:22:00Z,0.0,,2.01,2.01,154.0,19.99,84.0
2017-12-04T09:22:00Z,0.0,,1.01,1.01,283.0,18.0,85.0
2017-12-04T10:22:00Z,1.01,150.0,3.0,3.0,105.0,15.01,85.0
2017-12-04T11:22:00Z,0.0,,4.0,4.0,86.0,15.01,88.0
2017-12-04T12:22:00Z,1.01,24.0,5.99,5.99,65.0,25.0,67.0
2017-12-04T13:22:00Z,5.99,41.0,17.0,17.0,39.0,34.0,40.0
2017-12-04T14:22:00Z,5.99,49.0,15.99,15.99,56.0,34.0,36.0
2017-12-04T15:22:00Z,8.01,55.0,15.99,15.99,63.0,33.01,36.0
2017-12-04T16:22:00Z,12.01,43.0,24.0,24.0,31.0,36.0,30.0
2017-12-04T17:22:00Z,13.0,24.0,21.0,21.0,10.0,37.99,28.0
2017-12-04T18:22:00Z,11.01,25.0,24.99,24.99,46.0,39.99,25.0
2017-12-04T19:22:00Z,11.01,31.0,23.0,23.0,42.0,41.0,24.0
2017-12-04T20:22:00Z,13.0,30.0,25.99,25.99,22.0,39.99,24.0
2017-12-04T21:22:00Z,11.01,34.0,24.0,24.0,35.0,41.0,21.0
2017-12-04T22:22:00Z,12.01,25.0,24.0,24.0,20.0,41.0,20.0
2017-12-04T23:22:00Z,13.0,47.0,27.0,27.0,55.0,39.99,18.0
2017-12-05T00:22:00Z,10.0,49.0,24.0,24.0,48.0,37.99,19.0
2017-12-05T01:22:00Z,12.01,33.0,24.99,24.99,34.0,36.0,20.0
