datetime_utc,wind_speed_mph,wind_dir_deg,wind_gust_mph,peak_wind_speed_mph,peak_wind_dir_deg
2019-10-26T00:56:00Z,8.99,314.0,18.99,18.99,303.0
2019-10-26T01:56:00Z,4.0,320.0,14.0,14.0,321.0
2019-10-26T02:56:00Z,4.99,329.0,8.99,8.99,325.0
2019-10-26T03:56:00Z,8.01,331.0,11.01,11.01,347.0
2019-10-26T04:56:00Z,8.01,325.0,13.0,13.0,322.0
2019-10-26T05:56:00Z,1.01,48.0,17.0,17.0,354.0
2019-10-26T06:56:00Z,4.0,9.0,8.01,8.01,13.0
2019-10-26T07:56:00Z,3.0,350.0,5.99,5.99,3.0
2019-10-26T08:56:00Z,1.01,220.0,8.01,8.01,4.0
2019-10-26T09:56:00Z,4.99,9.0,5.99,5.99,10.0
2019-10-26T10:56:00Z,0.0,,4.99,4.99,12.0
2019-10-26T11:56:00Z,2.01,158.0,3.0,3.0,128.0
2019-10-26T12:56:00Z,3.0,45.0,7.0,7.0,125.0
2019-10-26T13:56:00Z,5.99,127.0,8.01,8.01,120.0
2019-10-26T14:56:00Z,3.0,333.0,7.0,7.0,125.0
2019-10-26T15:56:00Z,3.0,51.0,4.99,4.99,34.0
2019-10-26T16:56:00Z,4.0,132.0,5.99,5.99,122.0
2019-10-26T17:56:00Z,7.0,132.0,11.01,11.01,143.0
2019-10-26T18:56:00Z,4.99,180.0,12.01,12.01,171.0
2019-10-26T19:56:00Z,8.01,195.0,11.01,11.01,189.0
2019-10-26T20:56:00Z,5.99,190.0,12.01,12.01,189.0
2019-10-26T21:56:00Z,5.99,217.0,12.01,12.01,220.0
2019-10-26T22:56:00Z,7.0,184.0,14.0,14.0,196.0
2019-10-26T23:56:00Z,5.99,191.0,11.01,11.01,171.0
2019-10-27T00:56:00Z,5.99,187.0,8.99,8.99,180.0
2019-10-27T01:56:00Z,4.0,97.0,7.0,7.0,174.0
2019-10-27T02:56:00Z,0.0,,5.99,5.99,112.0
2019-10-27T03:56:00Z,4.0,5.0,7.0,7.0,328.0
2019-10-27T04:56:00Z,4.99,20.0,8.01,8.01,359.0
2019-10-27T05:56:00Z,8.01,99.0,11.01,11.01,92.0
2019-10-27T06:56:00Z,13.0,102.0,18.01,18.01,84.0
2019-10-27T07:56:00Z,18.01,58.0,31.0,31.0,55.0
2019-10-27T08:56:00Z,28.01,37.0,48.0,48.0,53.0
2019-10-27T09:56:00Z,27.0,19.0,50.0,50.0,29.0
2019-10-27T10:56:00Z,32.99,15.0,58.0,58.0,19.0
2019-10-27T11:56:00Z,40.0,21.0,63.01,63.01,6.0
2019-10-27T12:56:00Z,40.0,26.0,75.99,75.99,44.0
2019-10-27T13:56:00Z,35.99,26.0,69.01,69.01,23.0
2019-10-27T14:56:00Z,14.0,58.0,53.02,53.02,9.0
2019-10-27T15:56:00Z,23.0,42.0,50.0,50.0,55.0
2019-10-27T16:56:00Z,18.99,43.0,50.0,50.0,8.0
2019-10-27T17:56:00Z,13.0,359.0,40.0,40.0,13.0
2019-10-27T18:56:00Z,21.0,8.0,42.99,42.99,15.0
2019-10-27T19:56:00Z,18.99,20.0,41.0,41.0,348.0
2019-10-27T20:56:00Z,20.0,22.0,50.0,50.0,1.0
2019-10-27T21:56:00Z,12.01,14.0,37.0,37.0,8.0
2019-10-27T22:56:00Z,18.01,4.0,32.01,32.01,350.0
2019-10-27T23:56:00Z,18.01,17.0,38.99,38.99,0.0
2019-10-28T00:56:00Z,23.0,10.0,44.98,44.98,359.0
2019-10-28T01:56:00Z,17.0,14.0,37.0,37.0,20.0
2019-10-28T02:56:00Z,4.99,308.0,35.99,35.99,350.0
2019-10-28T03:56:00Z,13.0,29.0,44.0,44.0,33.0
2019-10-28T04:56:00Z,18.99,28.0,54.0,54.0,35.0
2019-10-28T05:56:00Z,17.0,34.0,35.99,35.99,36.0
2019-10-28T06:56:00Z,2.01,324.0,24.99,24.99,46.0
2019-10-28T07:56:00Z,4.0,269.0,14.0,14.0,59.0
2019-10-28T08:56:00Z,3.0,240.0,15.99,15.99,14.0
2019-10-28T09:56:00Z,0.0,,4.0,4.0,169.0
2019-10-28T10:56:00Z,1.01,344.0,4.0,4.0,212.0
2019-10-28T11:56:00Z,3.0,115.0,5.99,5.99,350.0
2019-10-28T12:56:00Z,1.01,221.0,3.0,3.0,277.0
2019-10-28T13:56:00Z,3.0,8.0,7.0,7.0,10.0
2019-10-28T14:56:00Z,3.0,125.0,4.99,4.99,149.0
2019-10-28T15:56:00Z,3.0,119.0,4.0,4.0,111.0
2019-10-28T16:56:00Z,4.99,170.0,7.0,7.0,172.0
2019-10-28T17:56:00Z,4.99,199.0,8.99,8.99,174.0
2019-10-28T18:56:00Z,4.0,222.0,8.99,8.99,212.0
2019-10-28T19:56:00Z,5.99,240.0,11.01,11.01,245.0
2019-10-28T20:56:00Z,7.0,216.0,14.0,14.0,212.0
2019-10-28T21:56:00Z,7.0,195.0,14.99,14.99,208.0
2019-10-28T22:56:00Z,8.99,189.0,14.99,14.99,189.0
2019-10-28T23:56:00Z,8.99,182.0,14.0,14.0,212.0
